loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,verification_status,annual_inc,loan_status,purpose,dti,pub_rec_bankruptcies,issue_year,issue_month
25475,60,13.49,C,C2,7 years,MORTGAGE,Verified,68900.0,Charged Off,debt_consolidation,28.04,0.0,2011,6
5000,36,14.82,C,C3,4 years,MORTGAGE,Verified,39996.0,Fully Paid,other,5.25,0.0,2011,6
2400,36,17.19,D,D2,1 year,RENT,Source Verified,30000.0,Charged Off,debt_consolidation,5.48,0.0,2011,6
7200,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,36000.0,Fully Paid,debt_consolidation,8.57,0.0,2011,6
5000,36,15.62,C,C4,1 year,RENT,Not Verified,43200.0,Charged Off,other,14.58,0.0,2011,6
15000,36,12.87,C,C1,1 year,MORTGAGE,Not Verified,130000.0,Fully Paid,debt_consolidation,13.1,0.0,2011,6
4000,36,17.19,D,D2,10+ years,RENT,Not Verified,34000.0,Fully Paid,debt_consolidation,11.51,0.0,2011,6
15000,36,7.91,A,A4,10+ years,MORTGAGE,Verified,160000.0,Fully Paid,debt_consolidation,9.38,0.0,2011,6
11000,60,21.82,F,F2,10+ years,MORTGAGE,Verified,74000.0,Fully Paid,other,18.7,1.0,2011,6
1500,36,11.63,B,B3,< 1 year,RENT,Source Verified,44400.0,Fully Paid,debt_consolidation,11.76,0.0,2011,6
35000,60,16.89,D,D4,9 years,MORTGAGE,Verified,120000.0,Fully Paid,small_business,10.65,0.0,2011,6
4200,36,11.63,B,B3,10+ years,RENT,Not Verified,29000.0,Fully Paid,other,14.15,0.0,2011,6
9750,36,17.19,D,D2,3 years,RENT,Not Verified,20800.0,Charged Off,major_purchase,11.71,0.0,2011,6
5000,36,5.42,A,A1,6 years,RENT,Source Verified,81000.0,Fully Paid,debt_consolidation,23.12,0.0,2011,6
7000,36,7.91,A,A4,2 years,RENT,Not Verified,97000.0,Fully Paid,wedding,10.11,0.0,2011,6
10000,36,16.11,C,C5,7 years,MORTGAGE,Verified,45600.0,Fully Paid,other,19.5,0.0,2011,6
2500,36,14.82,C,C3,6 years,RENT,Source Verified,52000.0,Fully Paid,debt_consolidation,9.48,0.0,2011,6
11000,36,11.14,B,B2,2 years,RENT,Verified,90000.0,Fully Paid,debt_consolidation,4.47,0.0,2011,6
6000,36,11.14,B,B2,10+ years,MORTGAGE,Source Verified,99780.0,Fully Paid,vacation,18.63,0.0,2011,6
15000,60,16.59,D,D1,10+ years,MORTGAGE,Source Verified,173000.0,Fully Paid,home_improvement,7.47,0.0,2011,6
4000,36,14.82,C,C3,6 years,RENT,Not Verified,61260.0,Fully Paid,debt_consolidation,16.81,0.0,2011,6
27575,60,15.99,D,D2,7 years,OWN,Verified,46400.0,Fully Paid,debt_consolidation,22.34,0.0,2011,6
4000,36,12.87,C,C1,5 years,RENT,Not Verified,45000.0,Fully Paid,debt_consolidation,10.51,0.0,2011,6
4000,36,18.07,D,D4,10+ years,MORTGAGE,Verified,40000.0,Fully Paid,other,1.38,1.0,2011,6
8000,36,12.12,B,B4,1 year,RENT,Source Verified,42000.0,Charged Off,debt_consolidation,23.97,0.0,2011,6
27000,60,18.49,D,D5,6 years,MORTGAGE,Verified,83004.0,Fully Paid,debt_consolidation,14.62,0.0,2011,6
9775,60,12.87,C,C1,2 years,MORTGAGE,Not Verified,37000.0,Fully Paid,debt_consolidation,18.29,0.0,2011,6
5000,36,7.91,A,A4,7 years,MORTGAGE,Not Verified,26000.0,Fully Paid,other,2.31,0.0,2011,6
15000,36,18.49,D,D5,4 years,MORTGAGE,Not Verified,45000.0,Fully Paid,debt_consolidation,19.15,0.0,2011,6
6000,36,7.42,A,A3,2 years,RENT,Not Verified,53819.0,Fully Paid,debt_consolidation,3.72,0.0,2011,6
15000,36,11.14,B,B2,10+ years,MORTGAGE,Verified,130000.0,Fully Paid,debt_consolidation,18.49,0.0,2011,6
9725,36,12.12,B,B4,8 years,OWN,Verified,50000.0,Charged Off,debt_consolidation,24.69,0.0,2011,6
2000,36,15.62,C,C4,2 years,OWN,Not Verified,42000.0,Fully Paid,debt_consolidation,18.29,0.0,2011,6
10000,60,16.59,D,D1,10+ years,RENT,Verified,34572.0,Charged Off,major_purchase,20.31,0.0,2011,6
7125,36,9.67,B,B1,6 years,RENT,Source Verified,24000.0,Fully Paid,debt_consolidation,20.65,0.0,2011,6
5400,36,7.42,A,A3,5 years,MORTGAGE,Not Verified,40000.0,Fully Paid,debt_consolidation,10.71,0.0,2011,6
13225,36,16.11,C,C5,< 1 year,MORTGAGE,Not Verified,123000.0,Fully Paid,credit_card,24.55,0.0,2011,6
2000,36,16.59,D,D1,4 years,RENT,Not Verified,24000.0,Fully Paid,other,6.65,0.0,2011,6
30000,60,19.79,E,E2,9 years,MORTGAGE,Verified,78000.0,Fully Paid,debt_consolidation,23.69,1.0,2011,6
12000,36,7.91,A,A4,3 years,RENT,Not Verified,52000.0,Fully Paid,debt_consolidation,19.27,0.0,2011,6
4000,36,6.62,A,A2,8 years,MORTGAGE,Not Verified,45000.0,Fully Paid,vacation,19.01,0.0,2011,6
7000,60,17.19,D,D2,5 years,RENT,Verified,230004.0,Fully Paid,major_purchase,6.76,0.0,2011,6
8000,36,11.63,B,B3,< 1 year,RENT,Not Verified,22000.0,Fully Paid,small_business,17.13,0.0,2011,6
8000,36,5.42,A,A1,3 years,MORTGAGE,Source Verified,46000.0,Fully Paid,debt_consolidation,11.92,0.0,2011,6
1200,36,9.67,B,B1,2 years,MORTGAGE,Not Verified,30000.0,Fully Paid,major_purchase,21.4,0.0,2011,6
14400,36,8.9,A,A5,4 years,RENT,Not Verified,59000.0,Fully Paid,credit_card,10.72,0.0,2011,6
10000,36,9.99,B,B1,3 years,OWN,Verified,96000.0,Fully Paid,debt_consolidation,9.82,0.0,2011,6
35000,60,20.62,F,F2,10+ years,MORTGAGE,Verified,104000.0,Charged Off,debt_consolidation,21.55,0.0,2011,6
7000,36,6.99,A,A3,10+ years,RENT,Not Verified,62000.0,Fully Paid,debt_consolidation,14.32,0.0,2011,6
2650,60,8.49,A,A5,1 year,MORTGAGE,Verified,66000.0,Fully Paid,car,29.73,0.0,2011,6
5000,36,14.79,C,C4,1 year,RENT,Verified,36000.0,Fully Paid,car,9.67,0.0,2011,6
15000,60,20.99,F,F3,2 years,RENT,Source Verified,88000.0,Fully Paid,other,9.63,0.0,2011,6
2000,36,5.99,A,A2,1 year,MORTGAGE,Not Verified,54000.0,Fully Paid,car,11.29,0.0,2011,6
13650,36,10.99,B,B3,10+ years,MORTGAGE,Not Verified,50000.0,Fully Paid,debt_consolidation,19.25,0.0,2011,6
15350,60,12.99,C,C1,7 years,RENT,Verified,63000.0,Fully Paid,major_purchase,20.17,0.0,2011,6
5000,36,13.49,C,C2,4 years,RENT,Not Verified,33600.0,Fully Paid,major_purchase,5.64,0.0,2011,6
14700,60,11.49,B,B4,10+ years,MORTGAGE,Verified,108000.0,Fully Paid,other,9.63,0.0,2011,6
28000,36,8.49,A,A5,10+ years,MORTGAGE,Verified,132132.0,Fully Paid,home_improvement,7.14,0.0,2011,6
5000,36,15.62,D,D1,1 year,RENT,Not Verified,56000.0,Fully Paid,wedding,13.07,0.0,2011,6
6900,60,11.49,B,B4,5 years,RENT,Source Verified,34000.0,Fully Paid,major_purchase,1.45,0.0,2011,6
12000,36,12.99,C,C1,3 years,RENT,Verified,55000.0,Fully Paid,debt_consolidation,22.76,0.0,2011,6
6000,36,13.49,C,C2,10+ years,RENT,Verified,72000.0,Charged Off,other,6.43,0.0,2011,6
4000,36,5.99,A,A2,3 years,MORTGAGE,Not Verified,36000.0,Fully Paid,home_improvement,22.83,0.0,2011,6
9000,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,71000.0,Fully Paid,wedding,16.77,0.0,2011,6
10000,36,7.49,A,A4,10+ years,MORTGAGE,Source Verified,65000.0,Fully Paid,debt_consolidation,9.19,0.0,2011,6
7125,36,9.99,B,B1,2 years,MORTGAGE,Source Verified,60000.0,Charged Off,debt_consolidation,13.38,0.0,2011,6
1925,36,10.59,B,B2,2 years,MORTGAGE,Source Verified,54996.0,Fully Paid,other,22.1,0.0,2011,6
13000,36,7.49,A,A4,6 years,MORTGAGE,Verified,79000.0,Fully Paid,wedding,5.71,0.0,2011,6
26500,60,16.49,D,D3,2 years,MORTGAGE,Verified,56000.0,Charged Off,small_business,16.59,0.0,2011,6
8000,60,18.39,E,E2,< 1 year,MORTGAGE,Source Verified,50000.0,Charged Off,other,7.61,1.0,2011,6
20000,60,15.23,C,C5,5 years,RENT,Verified,42000.0,Charged Off,debt_consolidation,21.14,0.0,2011,6
15000,60,11.99,B,B5,10+ years,MORTGAGE,Not Verified,54000.0,Fully Paid,home_improvement,24.69,0.0,2011,6
7200,36,10.99,B,B3,5 years,RENT,Not Verified,68000.0,Fully Paid,wedding,24.62,0.0,2011,6
12000,36,13.99,C,C3,10+ years,MORTGAGE,Verified,80000.0,Fully Paid,debt_consolidation,9.69,1.0,2011,6
11000,36,8.49,A,A5,< 1 year,MORTGAGE,Source Verified,100000.0,Fully Paid,debt_consolidation,15.04,0.0,2011,6
3000,36,8.49,A,A5,10+ years,MORTGAGE,Not Verified,93000.0,Fully Paid,other,8.04,0.0,2011,6
9000,36,15.62,D,D1,1 year,RENT,Not Verified,38400.0,Charged Off,debt_consolidation,6.41,0.0,2011,6
2975,36,5.99,A,A2,3 years,MORTGAGE,Verified,30000.0,Fully Paid,major_purchase,27.44,0.0,2011,6
2050,36,13.49,C,C2,10+ years,MORTGAGE,Not Verified,33000.0,Charged Off,debt_consolidation,22.84,0.0,2011,6
15000,36,10.59,B,B2,5 years,RENT,Source Verified,60000.0,Fully Paid,debt_consolidation,5.98,0.0,2011,6
14400,60,11.49,B,B4,2 years,RENT,Verified,51000.0,Fully Paid,credit_card,27.93,0.0,2011,6
35000,60,18.79,E,E3,2 years,RENT,Verified,85000.0,Fully Paid,small_business,24.06,0.0,2011,6
10000,60,18.39,E,E2,1 year,RENT,Source Verified,35004.0,Fully Paid,debt_consolidation,11.38,0.0,2011,6
18200,60,10.99,B,B3,4 years,MORTGAGE,Source Verified,32000.0,Fully Paid,debt_consolidation,27.68,0.0,2011,6
18000,60,13.99,C,C3,10+ years,MORTGAGE,Source Verified,76000.0,Fully Paid,debt_consolidation,18.25,0.0,2011,6
6400,60,11.99,B,B5,4 years,RENT,Source Verified,45000.0,Fully Paid,debt_consolidation,9.65,1.0,2011,6
3000,36,10.99,B,B3,3 years,RENT,Source Verified,41000.0,Fully Paid,major_purchase,3.4,0.0,2011,6
1300,36,13.49,C,C2,10+ years,RENT,Source Verified,70000.0,Charged Off,medical,1.95,0.0,2011,6
9150,36,13.99,C,C3,1 year,RENT,Verified,120000.0,Fully Paid,debt_consolidation,15.14,0.0,2011,6
15000,36,7.49,A,A4,7 years,MORTGAGE,Source Verified,175000.0,Fully Paid,small_business,6.75,0.0,2011,6
3000,36,9.99,B,B1,< 1 year,RENT,Verified,19200.0,Charged Off,home_improvement,11.31,0.0,2011,6
4800,60,17.49,D,D5,8 years,RENT,Source Verified,70248.0,Charged Off,debt_consolidation,23.35,0.0,2011,6
12000,60,11.49,B,B4,3 years,RENT,Source Verified,30000.0,Fully Paid,debt_consolidation,7.56,0.0,2011,6
14750,60,12.99,C,C1,6 years,MORTGAGE,Verified,62699.0,Fully Paid,home_improvement,22.66,0.0,2011,6
35000,60,17.99,E,E1,10+ years,MORTGAGE,Verified,90525.0,Fully Paid,home_improvement,15.36,0.0,2011,6
10000,36,15.99,D,D2,10+ years,MORTGAGE,Source Verified,162500.0,Fully Paid,debt_consolidation,19.49,0.0,2011,6
11500,36,10.99,B,B3,3 years,MORTGAGE,Source Verified,55000.0,Charged Off,debt_consolidation,22.21,0.0,2011,6
25000,60,12.99,C,C1,7 years,MORTGAGE,Verified,60106.0,Fully Paid,debt_consolidation,25.18,0.0,2011,6
12000,36,5.42,A,A1,4 years,MORTGAGE,Not Verified,31000.0,Fully Paid,house,5.81,0.0,2011,6
5000,36,8.49,A,A5,5 years,MORTGAGE,Verified,109000.0,Fully Paid,home_improvement,11.55,0.0,2011,6
8000,36,8.49,A,A5,3 years,RENT,Source Verified,36000.0,Fully Paid,medical,10.07,0.0,2011,6
6000,36,6.99,A,A3,2 years,MORTGAGE,Source Verified,40000.0,Fully Paid,debt_consolidation,7.05,0.0,2011,6
17600,36,13.49,C,C2,10+ years,MORTGAGE,Verified,100000.0,Charged Off,debt_consolidation,12.67,0.0,2011,6
5300,36,7.49,A,A4,3 years,MORTGAGE,Not Verified,36000.0,Fully Paid,medical,17.23,0.0,2011,6
7000,36,8.49,A,A5,3 years,RENT,Source Verified,65000.0,Fully Paid,major_purchase,19.16,0.0,2011,6
18000,36,7.49,A,A4,10+ years,OWN,Not Verified,51000.0,Fully Paid,credit_card,8.52,0.0,2011,6
20000,60,21.36,F,F4,< 1 year,RENT,Source Verified,75000.0,Charged Off,credit_card,9.6,0.0,2011,6
7450,36,15.99,D,D2,9 years,RENT,Not Verified,80000.0,Fully Paid,debt_consolidation,14.22,0.0,2011,6
21000,36,9.99,B,B1,10+ years,MORTGAGE,Not Verified,175000.0,Charged Off,credit_card,9.14,0.0,2011,6
6200,36,5.99,A,A2,4 years,RENT,Source Verified,72000.0,Fully Paid,debt_consolidation,27.58,0.0,2011,6
9000,36,6.99,A,A3,10+ years,MORTGAGE,Not Verified,38000.0,Fully Paid,debt_consolidation,13.52,0.0,2011,6
12000,60,16.89,D,D4,10+ years,RENT,Source Verified,140000.0,Charged Off,debt_consolidation,13.89,0.0,2011,6
4800,36,7.49,A,A4,1 year,MORTGAGE,Not Verified,60000.0,Fully Paid,car,2.42,0.0,2011,6
1200,36,7.49,A,A4,10+ years,OWN,Not Verified,20000.0,Fully Paid,other,17.88,0.0,2011,6
8000,60,10.59,B,B2,< 1 year,MORTGAGE,Source Verified,38004.0,Fully Paid,debt_consolidation,8.15,0.0,2011,6
1000,36,10.99,B,B3,3 years,RENT,Not Verified,33388.0,Fully Paid,medical,12.44,1.0,2011,6
3500,36,10.99,B,B3,5 years,MORTGAGE,Verified,50000.0,Fully Paid,home_improvement,6.46,0.0,2011,6
3600,36,10.59,B,B2,< 1 year,RENT,Verified,40000.0,Fully Paid,moving,21.87,0.0,2011,6
35000,60,19.29,E,E4,10+ years,RENT,Verified,72800.0,Fully Paid,debt_consolidation,14.85,0.0,2011,6
35000,60,17.49,D,D5,10+ years,MORTGAGE,Verified,81504.0,Charged Off,debt_consolidation,17.24,0.0,2011,6
14000,36,6.99,A,A3,5 years,RENT,Source Verified,41000.0,Fully Paid,debt_consolidation,25.29,0.0,2011,6
4800,36,8.49,A,A5,6 years,RENT,Not Verified,15000.0,Fully Paid,debt_consolidation,12.56,0.0,2011,6
5000,36,12.99,C,C1,2 years,RENT,Verified,28000.0,Fully Paid,debt_consolidation,18.64,0.0,2011,6
4200,36,6.99,A,A3,5 years,OWN,Not Verified,24000.0,Fully Paid,other,4.8,0.0,2011,6
10000,36,7.49,A,A4,4 years,MORTGAGE,Verified,37000.0,Fully Paid,debt_consolidation,28.31,0.0,2011,6
16000,60,15.99,D,D2,4 years,RENT,Not Verified,53000.0,Fully Paid,debt_consolidation,19.15,0.0,2011,6
9000,36,5.99,A,A2,4 years,MORTGAGE,Not Verified,54216.0,Fully Paid,credit_card,15.16,0.0,2011,6
5000,36,15.62,D,D1,6 years,MORTGAGE,Verified,59000.0,Fully Paid,home_improvement,8.91,1.0,2011,6
13600,36,15.62,D,D1,4 years,MORTGAGE,Verified,65000.0,Fully Paid,credit_card,15.77,0.0,2011,6
20000,60,10.59,B,B2,5 years,MORTGAGE,Verified,60000.0,Charged Off,small_business,8.7,0.0,2011,6
16000,60,11.99,B,B5,5 years,MORTGAGE,Verified,75000.0,Charged Off,debt_consolidation,12.21,0.0,2011,6
8800,36,10.59,B,B2,2 years,RENT,Verified,145000.0,Fully Paid,debt_consolidation,6.16,0.0,2011,6
5000,36,5.42,A,A1,6 years,MORTGAGE,Not Verified,36600.0,Fully Paid,other,23.67,0.0,2011,6
4600,36,9.99,B,B1,2 years,RENT,Source Verified,73000.0,Fully Paid,wedding,3.14,0.0,2011,6
25000,36,15.62,D,D1,10+ years,OWN,Verified,84000.0,Charged Off,debt_consolidation,21.96,0.0,2011,6
3800,36,6.99,A,A3,10+ years,OWN,Source Verified,20000.0,Fully Paid,home_improvement,5.1,0.0,2011,6
2000,36,15.23,C,C5,10+ years,MORTGAGE,Not Verified,60000.0,Fully Paid,other,18.22,0.0,2011,6
2400,36,10.59,B,B2,< 1 year,RENT,Not Verified,48000.0,Fully Paid,home_improvement,6.9,0.0,2011,6
1300,36,6.99,A,A3,10+ years,RENT,Source Verified,50000.0,Charged Off,debt_consolidation,16.8,0.0,2011,6
35000,60,17.49,D,D5,10+ years,MORTGAGE,Source Verified,128000.0,Fully Paid,other,8.03,0.0,2011,6
7000,60,15.23,C,C5,1 year,RENT,Not Verified,30996.0,Fully Paid,other,23.04,0.0,2011,6
10000,36,10.59,B,B2,10+ years,OWN,Not Verified,100000.0,Fully Paid,debt_consolidation,9.68,0.0,2011,6
9600,36,5.99,A,A2,6 years,RENT,Not Verified,43200.0,Charged Off,debt_consolidation,8.03,0.0,2011,6
6000,36,11.99,B,B5,2 years,MORTGAGE,Not Verified,30000.0,Fully Paid,debt_consolidation,17.2,0.0,2011,6
15000,36,11.49,B,B4,6 years,RENT,Not Verified,36000.0,Fully Paid,debt_consolidation,11.93,0.0,2011,6
11000,36,15.62,D,D1,2 years,RENT,Source Verified,58000.0,Fully Paid,debt_consolidation,24.89,0.0,2011,6
1000,36,6.99,A,A3,< 1 year,OWN,Not Verified,41000.0,Fully Paid,car,8.08,0.0,2011,6
2000,36,12.99,C,C1,< 1 year,RENT,Source Verified,35000.0,Fully Paid,car,5.49,0.0,2011,6
10000,36,13.49,C,C2,10+ years,MORTGAGE,Verified,170000.0,Fully Paid,home_improvement,14.94,1.0,2011,6
7000,36,5.99,A,A2,10+ years,MORTGAGE,Not Verified,65000.0,Fully Paid,debt_consolidation,12.09,0.0,2011,6
3200,36,9.99,B,B1,< 1 year,RENT,Source Verified,65004.0,Fully Paid,debt_consolidation,1.53,0.0,2011,6
3200,36,15.23,C,C5,1 year,OWN,Not Verified,25200.0,Fully Paid,debt_consolidation,18.43,0.0,2011,6
6000,36,11.99,B,B5,4 years,RENT,Not Verified,87500.0,Fully Paid,debt_consolidation,22.27,0.0,2011,6
11200,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,122000.0,Fully Paid,credit_card,3.4,0.0,2011,6
3000,36,16.89,D,D4,5 years,RENT,Source Verified,78000.0,Fully Paid,vacation,15.95,0.0,2011,6
21200,36,9.99,B,B1,5 years,MORTGAGE,Verified,65000.0,Fully Paid,debt_consolidation,7.0,0.0,2011,6
15000,36,15.99,D,D2,2 years,MORTGAGE,Source Verified,100000.0,Fully Paid,debt_consolidation,9.13,1.0,2011,6
14000,36,7.49,A,A4,7 years,MORTGAGE,Not Verified,40000.0,Fully Paid,small_business,3.93,0.0,2011,6
4000,36,7.49,A,A4,3 years,RENT,Not Verified,35600.0,Fully Paid,debt_consolidation,0.64,0.0,2011,6
9600,36,13.99,C,C3,10+ years,RENT,Verified,58000.0,Fully Paid,debt_consolidation,23.81,1.0,2011,6
2500,36,8.49,A,A5,1 year,MORTGAGE,Source Verified,84996.0,Fully Paid,major_purchase,7.81,0.0,2011,6
12025,60,15.99,D,D2,7 years,MORTGAGE,Source Verified,67000.0,Fully Paid,debt_consolidation,19.25,0.0,2011,6
10000,36,11.99,B,B5,10+ years,RENT,Not Verified,30000.0,Charged Off,home_improvement,8.6,0.0,2011,6
26375,60,18.79,E,E3,2 years,MORTGAGE,Verified,110000.0,Charged Off,debt_consolidation,15.63,0.0,2011,6
21250,60,20.99,F,F3,1 year,MORTGAGE,Verified,72000.0,Fully Paid,debt_consolidation,21.63,0.0,2011,6
9000,36,12.99,C,C1,5 years,RENT,Not Verified,30000.0,Fully Paid,small_business,8.96,0.0,2011,6
5000,36,11.49,B,B4,3 years,MORTGAGE,Not Verified,76800.0,Fully Paid,car,17.75,0.0,2011,6
35000,60,15.23,C,C5,8 years,MORTGAGE,Verified,95000.0,Charged Off,debt_consolidation,7.83,0.0,2011,6
12000,60,22.11,G,G1,3 years,RENT,Source Verified,47000.0,Charged Off,small_business,11.06,0.0,2011,6
7200,36,15.23,C,C5,5 years,RENT,Not Verified,46000.0,Fully Paid,debt_consolidation,23.79,0.0,2011,6
33000,36,9.99,B,B1,< 1 year,MORTGAGE,Verified,70000.0,Fully Paid,other,21.15,0.0,2011,6
5000,36,10.59,B,B2,6 years,MORTGAGE,Not Verified,26688.0,Fully Paid,debt_consolidation,13.98,0.0,2011,6
12000,36,14.79,C,C4,1 year,RENT,Source Verified,44400.0,Fully Paid,debt_consolidation,8.43,0.0,2011,6
4800,36,5.99,A,A2,3 years,MORTGAGE,Source Verified,120000.0,Fully Paid,other,8.08,0.0,2011,6
30000,60,18.79,E,E3,1 year,RENT,Verified,100000.0,Charged Off,debt_consolidation,7.4,0.0,2011,6
9000,36,5.99,A,A2,10+ years,MORTGAGE,Not Verified,80000.0,Fully Paid,major_purchase,6.31,0.0,2011,6
11000,36,11.99,B,B5,10+ years,MORTGAGE,Verified,85000.0,Fully Paid,credit_card,18.16,0.0,2011,6
25000,60,11.49,B,B4,7 years,MORTGAGE,Verified,170000.0,Charged Off,small_business,12.24,0.0,2011,6
30000,60,18.39,E,E2,2 years,MORTGAGE,Verified,66000.0,Fully Paid,debt_consolidation,21.91,0.0,2011,6
2000,36,5.99,A,A2,1 year,RENT,Not Verified,19200.0,Charged Off,other,2.06,0.0,2011,6
4000,36,11.49,B,B4,10+ years,MORTGAGE,Not Verified,49349.0,Fully Paid,debt_consolidation,18.19,1.0,2011,6
8000,36,11.49,B,B4,6 years,RENT,Source Verified,31200.0,Fully Paid,other,7.54,0.0,2011,6
12000,36,6.99,A,A3,6 years,MORTGAGE,Not Verified,46800.0,Fully Paid,wedding,12.03,0.0,2011,6
18550,60,14.79,C,C4,2 years,RENT,Verified,35000.0,Charged Off,debt_consolidation,24.79,0.0,2011,6
5500,36,7.49,A,A4,3 years,RENT,Not Verified,48000.0,Fully Paid,credit_card,4.78,0.0,2011,6
16000,60,16.49,D,D3,2 years,OTHER,Not Verified,32000.0,Charged Off,debt_consolidation,17.93,1.0,2011,6
10000,36,15.23,C,C5,< 1 year,RENT,Not Verified,60000.0,Charged Off,small_business,18.38,0.0,2011,6
18000,60,18.39,E,E2,9 years,MORTGAGE,Verified,165000.0,Fully Paid,home_improvement,19.23,0.0,2011,6
30000,36,18.39,E,E2,1 year,MORTGAGE,Verified,116000.0,Charged Off,debt_consolidation,12.04,0.0,2011,6
21000,36,10.59,B,B2,10+ years,MORTGAGE,Not Verified,90000.0,Fully Paid,credit_card,8.91,0.0,2011,6
4000,36,13.99,C,C3,10+ years,MORTGAGE,Not Verified,50400.0,Charged Off,debt_consolidation,22.4,0.0,2011,6
4800,36,13.49,C,C2,1 year,RENT,Source Verified,65004.0,Fully Paid,debt_consolidation,7.92,0.0,2011,6
1600,36,13.49,C,C2,6 years,RENT,Not Verified,38400.0,Fully Paid,debt_consolidation,12.1,0.0,2011,6
7000,36,12.99,C,C1,10+ years,MORTGAGE,Not Verified,175000.0,Fully Paid,home_improvement,9.38,0.0,2011,6
8000,36,12.99,C,C1,5 years,RENT,Verified,50049.0,Fully Paid,major_purchase,17.36,0.0,2011,6
24000,60,13.49,C,C2,6 years,RENT,Verified,75000.0,Fully Paid,credit_card,15.04,0.0,2011,6
8000,60,12.99,C,C1,< 1 year,OWN,Verified,55000.0,Fully Paid,car,12.92,0.0,2011,6
15550,60,16.89,D,D4,7 years,RENT,Not Verified,50000.0,Charged Off,debt_consolidation,21.96,0.0,2011,6
13425,36,15.99,D,D2,1 year,RENT,Not Verified,130000.0,Fully Paid,debt_consolidation,10.4,0.0,2011,6
1050,36,8.49,A,A5,6 years,MORTGAGE,Source Verified,61000.0,Fully Paid,credit_card,20.12,0.0,2011,6
15000,36,5.99,A,A2,10+ years,MORTGAGE,Verified,55000.0,Fully Paid,debt_consolidation,22.13,0.0,2011,6
1200,36,6.99,A,A3,10+ years,MORTGAGE,Not Verified,69600.0,Fully Paid,car,13.1,0.0,2011,6
10000,36,15.99,D,D2,9 years,MORTGAGE,Not Verified,110000.0,Fully Paid,credit_card,21.52,0.0,2011,6
8000,36,10.99,B,B3,3 years,MORTGAGE,Not Verified,54000.0,Fully Paid,major_purchase,7.24,0.0,2011,6
7200,36,9.99,B,B1,2 years,RENT,Source Verified,27600.0,Fully Paid,other,3.48,0.0,2011,6
9600,36,5.99,A,A2,3 years,MORTGAGE,Source Verified,165000.0,Fully Paid,debt_consolidation,8.33,0.0,2011,6
22000,60,13.49,C,C2,10+ years,OWN,Verified,49000.0,Charged Off,debt_consolidation,22.26,0.0,2011,6
4000,36,6.99,A,A3,10+ years,MORTGAGE,Not Verified,63000.0,Fully Paid,major_purchase,8.5,0.0,2011,6
18000,60,17.49,D,D5,10+ years,RENT,Verified,80000.0,Charged Off,debt_consolidation,17.02,0.0,2011,6
20000,36,13.49,C,C2,3 years,RENT,Not Verified,81000.0,Fully Paid,credit_card,18.47,0.0,2011,6
1200,36,15.99,D,D2,3 years,RENT,Verified,57000.0,Fully Paid,other,12.57,0.0,2011,6
11000,36,13.49,C,C2,3 years,RENT,Source Verified,29472.0,Fully Paid,credit_card,12.91,0.0,2011,6
3900,36,5.99,A,A2,6 years,MORTGAGE,Not Verified,73909.0,Fully Paid,home_improvement,12.71,0.0,2011,6
3600,36,10.99,B,B3,2 years,RENT,Not Verified,36200.0,Fully Paid,wedding,10.84,0.0,2011,6
3025,36,9.99,B,B1,7 years,RENT,Source Verified,80000.0,Fully Paid,debt_consolidation,8.43,0.0,2011,6
2750,36,15.23,C,C5,10+ years,RENT,Source Verified,60000.0,Fully Paid,debt_consolidation,9.94,1.0,2011,6
12250,60,15.99,D,D2,2 years,MORTGAGE,Not Verified,48000.0,Fully Paid,credit_card,19.35,0.0,2011,6
4800,36,8.49,A,A5,10+ years,OWN,Not Verified,48000.0,Charged Off,other,22.77,0.0,2011,6
18000,36,18.79,E,E3,< 1 year,RENT,Source Verified,90000.0,Fully Paid,credit_card,13.93,0.0,2011,6
4000,36,5.42,A,A1,10+ years,MORTGAGE,Not Verified,75000.0,Charged Off,home_improvement,11.63,0.0,2011,6
15000,36,6.99,A,A3,6 years,MORTGAGE,Not Verified,46000.0,Fully Paid,credit_card,1.07,0.0,2011,6
3500,36,11.49,B,B4,7 years,MORTGAGE,Not Verified,35000.0,Fully Paid,home_improvement,9.57,0.0,2011,6
7000,60,9.99,B,B1,10+ years,MORTGAGE,Verified,91500.0,Fully Paid,car,12.2,0.0,2011,6
4000,36,12.99,C,C1,< 1 year,RENT,Not Verified,39996.0,Fully Paid,major_purchase,17.34,0.0,2011,6
12000,36,10.99,B,B3,2 years,RENT,Source Verified,95000.0,Fully Paid,debt_consolidation,4.57,0.0,2011,6
16000,36,7.49,A,A4,10+ years,RENT,Not Verified,60000.0,Fully Paid,renewable_energy,3.28,0.0,2011,6
4600,60,20.25,F,F1,3 years,RENT,Source Verified,40000.0,Fully Paid,car,3.51,0.0,2011,6
9000,36,11.49,B,B4,2 years,RENT,Source Verified,99000.0,Fully Paid,debt_consolidation,9.99,0.0,2011,6
12000,60,19.29,E,E4,6 years,RENT,Not Verified,51000.0,Fully Paid,debt_consolidation,11.81,0.0,2011,6
9000,36,8.49,A,A5,< 1 year,RENT,Verified,55070.0,Fully Paid,debt_consolidation,25.08,0.0,2011,6
